,Property Name,Borough,yb,ppt,Property Type,Occupancy,seui,ngu,eu,tge,wu
2753,3576 Dekalb Avenue - 33287,Bronx,1926,Multifamily Housing,Multifamily,100,159.7,345342.4,1037168.7,638.1,5260.0
2754,1704 Morris Avenue - 32876,Bronx,1927,Multifamily Housing,Multifamily,100,148.3,2106590.0,1845866.5,362.7,11858.8
2755,1711 Morris Avenue - 32877,Bronx,1927,Multifamily Housing,Multifamily,100,176.5,7797860.2,2227412.9,611.7,16217.966089617938
2756,944 BRONX PARK SOUTH - 22489,Bronx,1931,Multifamily Housing,Multifamily,100,143.7,24384312.42738699,919534.0,368.1,7388.3
2757,1685 MORRIS AVENUE - 32875,Bronx,1928,Multifamily Housing,Multifamily,100,140.2,3856336.3,782358.2,299.8,16217.966089617938
2758,1374 BRONX RIVER AVENUE - 43512,Bronx,1927,Multifamily Housing,Multifamily,100,187.5,3479578.6,867355.9,261.7,8548.6
2759,938 BRONX PARK SOUTH - 43515,Bronx,1931,Multifamily Housing,Multifamily,100,147.8,24384312.42738699,635314.4,286.9,5282.9
2760,932 BRONX PARK SOUTH - 43514,Bronx,1931,Multifamily Housing,Multifamily,100,132.9,790830.0,652096.9,264.1,4028.1
2761,1511 SHERIDAN AVENUE - 35475,Bronx,1929,Multifamily Housing,Multifamily,100,152.8,19896778.5,3491205.9,1366.3,16217.966089617938
2762,1777 Grand Concourse - 22428,Bronx,1948,Multifamily Housing,Multifamily,100,136.4,14541136.9,2650610.2,1007.4,16217.966089617938
2765,Findlay House Inc.,Bronx,1971,Multifamily Housing,Multifamily,100,136.8,17309954.8,4453122.7,1314.2,16878.3
2771,8885-Bronx - 950 University Ave,Bronx,2017,Self-Storage Facility,Other,100,62.0,2300.0,1323856.0,117.5,468.0
2785,St. Catharine Academy,Bronx,1949,K-12 School,SpecialPurpose,100,91.4,133251.5,814066.0,287.1,503.4
2794,920 Ave St John,Bronx,1912,Multifamily Housing,Multifamily,100,47.3,391806.3,726909.6,85.3,7379.5
2796,565 Prospect Avenue,Bronx,1923,Multifamily Housing,Multifamily,100,180.9,2996437.1,807956.3,230.8,4847.0
2798,North Central Bronx Hospital,Bronx,1955,Hospital (General Medical & Surgical),Hospitality,100,359.5,128740800.1,71037838.0,13655.9,41162.2
2802,"1711 DAVIDSON AVENUE, HDFC",Bronx,1928,Multifamily Housing,Multifamily,100,137.3,316496.7,1221100.9,825.0,8557.7
2809,2244 MORRIS AVE,Bronx,1925,Multifamily Housing,Multifamily,100,73.0,2935200.0,157654.9,169.9,6216.3
2814,585 Gerard Ave. Corp,Bronx,1913,Non-Refrigerated Warehouse,Industrial,100,107.0,4067210.4,344089.7,246.5,281.5
2832,721-735 Walton/Gerard (721),Bronx,1928,Multifamily Housing,Multifamily,100,138.7,10121081.9,1601477.3,679.6,13136.2
2833,731 Gerard/Walton LLC,Bronx,1929,Multifamily Housing,Multifamily,100,135.8,6782057.2,1115713.2,459.1,16217.966089617938
2834,721 - 735 Walton/Gerard,Bronx,1928,Multifamily Housing,Multifamily,100,154.7,10300839.3,1803030.1,707.0,16217.966089617938
2835,2961-65 Marion LLC,Bronx,1927,Multifamily Housing,Multifamily,100,117.6,7431126.1,1291965.7,509.2,7633.1
2836,151st and Walton LLC,Bronx,1930,Multifamily Housing,Multifamily,100,149.1,9619436.3,2267544.1,712.0,10244.4
2837,751 Walton/Gerard LLC,Bronx,1927,Multifamily Housing,Multifamily,100,136.8,12611933.1,1946562.5,842.5,16217.966089617938
2838,2976 Marion LLC,Bronx,1950,Multifamily Housing,Multifamily,100,118.8,4488557.9,834204.7,312.4,16217.966089617938
2839,"695-711 Walton, LLC",Bronx,1937,Multifamily Housing,Multifamily,100,135.4,9966175.9,1348762.0,648.9,10282.0
2858,ALP,Bronx,2014,Senior Care Community,Other,100,141.3,2184477.1,1317736.5,232.9,1159.4
2867,284 East 206th St,Bronx,1929,Multifamily Housing,Multifamily,100,163.2,907525.4,1113205.4,520.8,16217.966089617938
2868,646 E 231st St,Bronx,1922,Multifamily Housing,Multifamily,100,189.4,430686.6,796301.7,633.6,16217.966089617938
2869,1158 Boynton Ave,Bronx,1929,Multifamily Housing,Multifamily,100,178.7,7571553.7,1095218.0,499.3,16217.966089617938
2870,636 East 231st St,Bronx,1929,Multifamily Housing,Multifamily,100,160.3,233899.1,417954.3,324.3,5311.9
2871,3153 Perry Ave,Bronx,1925,Multifamily Housing,Multifamily,100,186.0,526810.6,582432.4,476.2,6808.8
2891,"3120 Corlear Avenue, Bronx",Bronx,2009,Multifamily Housing,Multifamily,100,152.5,2038399.9,1961273.2,282.2,16217.966089617938
2917,Fordham Prepatory School,Bronx,1972,K-12 School,SpecialPurpose,100,132.6,5755789.7,4993621.2,748.4,16217.966089617938
2918,3225 Johnson Ave.,Bronx,1970,Multifamily Housing,Multifamily,100,100.8,3368898.3,828945.4,252.4,1895.2
2919,147 West 230th St.,Bronx,1928,Multifamily Housing,Multifamily,100,154.7,2675884.3,1332601.3,640.3,16217.966089617938
2921,"275 West 238th Street, Bronx",Bronx,1937,Multifamily Housing,Multifamily,100,155.9,5799643.8,1589816.0,449.0,5086.8
2922,"2157 Holland Avenue, Bronx",Bronx,1930,Multifamily Housing,Multifamily,100,126.2,5829890.5,1017167.6,399.8,7821.7
2923,"2510-2520 Frisby Avenue, Bronx",Bronx,1929,Multifamily Housing,Multifamily,100,115.5,6090196.9,640202.4,380.2,9345.8
2924,"2508 Tratman Avenue, Bronx",Bronx,1927,Multifamily Housing,Multifamily,100,170.9,7042552.3,1063442.7,468.3,16217.966089617938
2925,"2500-2508 Frisby Avenue, Bronx",Bronx,1929,Multifamily Housing,Multifamily,100,156.5,6273660.5,1528639.7,468.8,10486.2
2926,"808 Adee Avenue, Bronx",Bronx,1927,Multifamily Housing,Multifamily,100,60.1,1357835.4,1122571.3,171.6,5333.3
2927,"673 Brady Avenue, Bronx",Bronx,1928,Multifamily Housing,Multifamily,100,112.5,9035608.0,1601522.9,621.9,9539.2
2928,226 E 203rd Street,Bronx,1928,Multifamily Housing,Multifamily,100,147.4,4432358.0,571483.6,286.1,16217.966089617938
2929,109 E 53rd Street - 20638,Bronx,1931,Multifamily Housing,Multifamily,100,143.5,4774682.2,1756176.8,409.3,16217.966089617938
2930,770 E 221 Street - 20637,Bronx,1929,Multifamily Housing,Multifamily,100,129.2,3713052.4,362639.3,229.4,5087.3
2966,Workmen's Circle MultiCare Center,Bronx,1951,Residential Care Facility,Other,100,245.5,23029233.9,10436880.7,2148.5,20920.8
2972,Christian Brothers Center,Bronx,1974,Other - Lodging/Residential,Other,100,139.9,1736392.2,5425836.0760790175,150.6,876.2
3005,1776 Castle Hill Apt Owners,Bronx,1936,Multifamily Housing,Multifamily,100,142.2,6745884.5,1277505.7,471.6,6729.5
3006,1964 GRAND CONCOURSE,Bronx,1923,Multifamily Housing,Multifamily,100,101.0,1293887.7,596610.8,121.6,4237.0
3017,645 East 231st Street,Bronx,1941,Multifamily Housing,Multifamily,100,114.0,415446.5,847964.1,437.6,3984.7
3020,1500 Unionport Road,Bronx,1939,Parking,Other,100,4.7,24384312.42738699,280313.4,24.9,16217.966089617938
3023,160 Pilot Street,Bronx,1981,Multifamily Housing,Multifamily,100,109.3,5480980.5,1543372.0,428.0,5104.7
3027,2800 Sedgwick Ave,Bronx,1927,Multifamily Housing,Multifamily,100,152.5,1967680.1,775644.6,442.1,9874.6
3031,45 East Mosholu Parkway,Bronx,1926,Multifamily Housing,Multifamily,100,139.9,6607433.0,939262.2,434.2,16217.966089617938
3032,4754 Richardson Ave,Bronx,1939,Multifamily Housing,Multifamily,100,136.7,6753687.5,1568608.6,497.8,16217.966089617938
3033,1000 Freeman Street,Bronx,1931,Multifamily Housing,Multifamily,100,150.2,5835576.5,1146602.8,411.6,16217.966089617938
3046,2545 Sedgwick Ave,Bronx,1964,Multifamily Housing,Multifamily,100,120.8,24384312.42738699,1075043.1,489.0,4725.8
3060,Schervier Rehabilitation and Nursing Center,Bronx,1936,Senior Care Community,Other,100,97.8,24384312.42738699,5425836.0760790175,1863.7,1757112.2
3073,1730 Andrews Avenue,Bronx,1927,Multifamily Housing,Multifamily,100,98.8,4243310.2,939239.4,308.7,5092.3
3074,955 E. 163rd St & 970 Kelly St,Bronx,1982,Multifamily Housing,Multifamily,100,115.1,9606834.6,2620608.8,742.6,16217.966089617938
3075,1710 Andrews Avenue,Bronx,1927,Multifamily Housing,Multifamily,100,106.7,5778926.7,1465803.6,436.9,5850.8
3076,975-1005 Simpson Street,Bronx,1981,Multifamily Housing,Multifamily,100,122.2,19806734.2,4809269.7,1478.4,11736.6
3077,555 East 178th Street,Bronx,1926,Multifamily Housing,Multifamily,100,130.3,1984357.2,1114690.0,204.2,6815.6
3078,1075 Longfellow,Bronx,1981,Multifamily Housing,Multifamily,100,128.7,3258820.0,707770.6,235.8,4964.8
3079,1671 Vyse Avenue,Bronx,1924,Multifamily Housing,Multifamily,100,130.7,2341015.7,489347.4,167.7,4698.2
3080,1541 Shakespeare,Bronx,1924,Multifamily Housing,Multifamily,100,115.4,5810010.2,1409924.3,433.6,13397.6
3081,940 Tiffany Street,Bronx,1910,Multifamily Housing,Multifamily,100,139.1,4001116.0,781609.8,281.8,6942.5
3082,1693 Vyse Avenue,Bronx,1931,Multifamily Housing,Multifamily,100,109.7,1518342.2,409340.2,116.9,16217.966089617938
3083,2015 Monterey Avenue,Bronx,1914,Multifamily Housing,Multifamily,100,92.0,3398953.0,798478.3,251.3,16217.966089617938
3084,891 Fox Street,Bronx,1913,Multifamily Housing,Multifamily,100,160.2,3636171.5,656607.5,251.3,3242.9
3085,901 Fox Street,Bronx,1913,Multifamily Housing,Multifamily,100,163.0,2715900.3,549293.4,193.0,4750.1
3088,1662 Vyse Ave,Bronx,1924,Multifamily Housing,Multifamily,100,119.3,3103184.3,645853.7,222.1,16217.966089617938
3089,923 Simpson Street,Bronx,1909,Multifamily Housing,Multifamily,100,135.1,3555172.2,766243.9,256.8,4602.8
3090,1696 Vyse Ave,Bronx,1924,Multifamily Housing,Multifamily,100,120.7,2808218.7,675581.9,209.1,6213.2
3091,900 Fox Street,Bronx,1922,Multifamily Housing,Multifamily,100,117.5,2251103.0,736481.9,184.9,16217.966089617938
3092,1687 Hoe Ave,Bronx,1924,Multifamily Housing,Multifamily,100,104.9,2444675.1,594223.6,182.5,3404.3
3093,80 Featherbed,Bronx,1924,Multifamily Housing,Multifamily,100,107.4,2201296.7,421059.4,154.3,3947.2
3094,1715 Bryant Ave,Bronx,1924,Multifamily Housing,Multifamily,100,106.4,2825256.4,582334.6,201.7,5545.1
3095,1680 Vyse Ave,Bronx,1924,Multifamily Housing,Multifamily,100,123.4,2782997.0,714857.9,211.2,16217.966089617938
3096,1717 Vyse Avenue,Bronx,1923,Multifamily Housing,Multifamily,100,105.4,2590159.3,703175.4,199.9,5368.0
3097,1668 Vyse Ave,Bronx,1924,Multifamily Housing,Multifamily,100,162.2,3017040.9,1157519.3,262.9,7360.3
3098,1690 Vyse Ave,Bronx,1924,Multifamily Housing,Multifamily,100,121.8,2988821.7,628357.3,214.5,5529.6
3099,960 East 163rd Street,Bronx,1913,Multifamily Housing,Multifamily,100,157.4,2171850.0,479182.2,157.8,3743.1
3100,1665 Vyse Avenue,Bronx,1924,Multifamily Housing,Multifamily,100,97.4,2656562.5,548648.5,189.7,4925.6
3101,1083 Longfellow Avenue,Bronx,1981,Multifamily Housing,Multifamily,100,134.7,3133553.3,704082.8,228.9,8387.4
3102,1076 Faile Street,Bronx,1981,Multifamily Housing,Multifamily,100,133.9,2146323.4,564051.5,164.0,7133.5
3103,2023 Monterey Avenue,Bronx,1913,Multifamily Housing,Multifamily,100,103.2,2555346.9,593610.2,188.4,13013.0
3106,Fordham Plaza Parking,Bronx,1986,Parking,Other,100,9.8,24384312.42738699,469597.8,41.6,16217.966089617938
3107,One Fodham Plaza LLC,Bronx,1986,Office,Office,100,264.7,8244059.2,33073735.1,3370.2,22950.9
3111,"Dalton, University Riverview",Bronx,1974,Multifamily Housing,Multifamily,100,132.9,24338946.8,3389911.9,1593.3,16217.966089617938
3115,"Dalton, 156th St. Associates",Bronx,2008,Multifamily Housing,Multifamily,100,93.8,3339384.7,1410256.8,302.4,4320.5
3118,"Dalton, HP Forest Housing Development Fund Company, Inc.",Bronx,2013,Multifamily Housing,Multifamily,100,130.1,6143046.8,2917363.1,584.9,6141.0
3135,984 Bronx Park South,Bronx,1982,Multifamily Housing,Multifamily,100,64.8,528246.7,896506.7,107.5,16217.966089617938
3136,990 Bronx Park South,Bronx,1982,Multifamily Housing,Multifamily,100,66.7,468306.6,1118565.6,124.0,16217.966089617938
3137,1055 University Avenue,Bronx,1927,Multifamily Housing,Multifamily,100,115.5,6152648.9,1231980.7,436.0,16217.966089617938
3138,1749 Grand Concourse,Bronx,1924,Multifamily Housing,Multifamily,100,119.7,33261092.1,5035288.4,2213.1,16217.966089617938
3139,2710 Bainbridge Avenue,Bronx,1922,Multifamily Housing,Multifamily,100,113.0,4456032.7,689416.2,297.8,16217.966089617938
3140,540 Southern Boulevard,Bronx,1927,Multifamily Housing,Multifamily,100,167.9,5026158.9,1487790.9,398.9,16217.966089617938
3141,80 West 170th Street,Bronx,1937,Multifamily Housing,Multifamily,100,166.4,5191651.4,967043.9,361.5,16217.966089617938
3157,500 Kappock Street,Bronx,1950,Multifamily Housing,Multifamily,95,108.0,4436815.8,893411.7,441.2,3007.7
3210,Amber Hall,Bronx,1998,Multifamily Housing,Multifamily,100,166.9,3399902.0,1715928.9,332.7,3894.4
3211,Cedars Hall,Bronx,1850,Multifamily Housing,Multifamily,100,137.7,2847484.7,2987863.9,416.1,5284.0
3212,Jasper Hall,Bronx,2006,Multifamily Housing,Multifamily,100,142.0,3500694.5,1318646.3,302.8,4248.2
3214,Silverleaf Hall,Bronx,2004,Multifamily Housing,Multifamily,100,155.8,9292943.7,2976462.1,757.5,7264.6
3215,Lindenguild Hall,Bronx,2011,Multifamily Housing,Multifamily,100,139.9,2256676.9,2735163.8,362.4,5049.4
3245,Gerard Avenue Apts,Bronx,2007,Multifamily Housing,Multifamily,95,109.7,4719145.2,1391844.7,374.1,6823.7
3246,Montgomery Macombs-1491,Bronx,1925,Multifamily Housing,Multifamily,95,115.9,3934711.8,1134915.6,309.6,5004.8
3249,Davidson Avenue Cluster-1694,Bronx,1927,Multifamily Housing,Multifamily,95,88.8,2621413.2,796859.8,209.9,2413.3
3251,Davidson Avenue Cluster-1780,Bronx,1928,Multifamily Housing,Multifamily,95,111.6,3123996.6,641744.8,222.8,2696.2
3260,University Macombs-1647 Macombs,Bronx,1925,Multifamily Housing,Multifamily,95,111.9,4201072.6,968897.3,309.0,4596.1
3261,University Macombs-1669 Univeristy,Bronx,1924,Multifamily Housing,Multifamily,95,116.9,6574596.8,1475573.2,480.0,7218.0
3294,"2775 Realty Co., LLC",Bronx,1933,Multifamily Housing,Multifamily,100,120.2,4137966.5,632657.4,275.9,4476.7
3312,(71022A) Parkchester Macy's,Bronx,1941,Retail Store,Retail,100,82.2,24384312.42738699,5256022.0,466.0,1605.7
3358,Southern Boulevard IV Associates-647,Bronx,1911,Multifamily Housing,Multifamily,100,136.8,2324200.0,635160.8,179.8,16217.966089617938
3359,Standby One Associates-1403,Bronx,1916,Multifamily Housing,Multifamily,100,57.2,24384312.42738699,582070.1,51.6,57.7
3360,Standby One Associates-1411,Bronx,1916,Multifamily Housing,Multifamily,100,254.7,5985199.8,680322.0,378.2,7573.7
3361,Standby One Associates-1417,Bronx,1916,Multifamily Housing,Multifamily,100,55.6,24384312.42738699,593343.4,52.6,16217.966089617938
3369,6469 Broadway,Bronx,2016,Multifamily Housing,Multifamily,100,90.2,2011749.8,1307038.5,222.7,2288.4
3409,270 Buttrick Avenue,Bronx,1933,Multifamily Housing,Multifamily,95,28.0,392828.1,98344.4,29.6,16217.966089617938
3428,250 Wills Ave MEAT AND PRODUCE FOOD CORP.,Bronx,1929,Supermarket/Grocery Store,Other,50,169.4,24384312.42738699,2736424.1,242.6,16217.966089617938
3434,Jeffmar Management Corp.-1020,Bronx,1931,Multifamily Housing,Multifamily,100,147.9,7333080.3,1174298.7,493.6,10450.5
3435,Jeffmar Management Corp.-1030,Bronx,1931,Multifamily Housing,Multifamily,100,141.5,6691200.3,1231296.8,464.6,11083.1
3441,3940 Merritt Avenue,Bronx,1990,Other - Technology/Science,Other,100,920.7,328900.0,7257046.7,660.9,132.4
3467,266 Bedford Park Blvd.,Bronx,1940,Multifamily Housing,Multifamily,100,123.0,554687.0,1305198.9,654.2,19876.3
3491,1680 Crotona Park East,Bronx,1926,Multifamily Housing,Multifamily,100,172.4,7287509.5,1094250.4,484.1,6397.6
3492,1893 Andrews Avenue South,Bronx,1924,Multifamily Housing,Multifamily,100,175.9,5216707.5,1588830.5,417.9,6817.7
3493,819 East 173rd Street,Bronx,1931,Multifamily Housing,Multifamily,100,189.2,8142071.6,1904265.3,601.3,16217.966089617938
3494,3815 Putnam Avenue,Bronx,2000,Multifamily Housing,Multifamily,100,154.6,7060213.5,2495757.0,596.3,7859.0
3495,398 East 152nd Street,Bronx,1920,Multifamily Housing,Multifamily,100,146.6,5580412.0,1722805.0,449.1,9451.0
3496,1660 Crotona Park East,Bronx,1926,Multifamily Housing,Multifamily,100,162.4,8209416.0,1183486.6,541.0,6876.1
3498,1234 Stratford Avenue,Bronx,1928,Multifamily Housing,Multifamily,100,154.5,3333235.2,430031.1,215.2,5106.2
3499,1357 Boston Road,Bronx,1906,Multifamily Housing,Multifamily,100,154.5,2863693.8,359781.3,184.0,16217.966089617938
3500,3235 Hull Avenue,Bronx,1926,Multifamily Housing,Multifamily,100,111.3,93172.0,326702.9,157.9,1060.0
3502,3479 Fort Independence Street,Bronx,2006,Multifamily Housing,Multifamily,100,139.3,2218783.3,439746.2,156.8,2121.5
3503,3507 Fort Independence Street,Bronx,2014,Multifamily Housing,Multifamily,100,100.1,2319283.2,919327.6,204.7,2486.5
3504,3800 Putnam Avenue West,Bronx,2003,Multifamily Housing,Multifamily,100,172.3,3823810.1,917953.6,284.5,3111.1
3505,50 E 196th Street,Bronx,1931,Multifamily Housing,Multifamily,100,136.2,3405786.8,612309.1,235.2,3298.1
3506,LONGLAF REALTY LLC,Bronx,2001,Other,Other,100,71.9,112836.7,539537.8,53.8,64.4
3513,The Brook,Bronx,2009,Multifamily Housing,Multifamily,100,146.4,4759929.8,3393042.8,553.6,5352.5
3522,Fordham. Rose Hill Campus,Bronx,1841,College/University,Other,100,189.5,162878280.1,84524253.4,16605.0,16217.966089617938
3540,Church of the Holy Rosary,Bronx,1956,K-12 School,SpecialPurpose,100,48.3,293677.4,363970.1,150.1,534.1
3543,3210 Arlington Ave.,Bronx,1955,Multifamily Housing,Multifamily,100,104.8,4989465.9,1000523.5,353.7,4244.6
3544,6035 Broadway,Bronx,1961,Multifamily Housing,Multifamily,100,126.2,8372433.4,1526045.0,580.0,4824.6
3545,3103 Fairfield Ave.,Bronx,1949,Multifamily Housing,Multifamily,100,135.0,8646740.8,1780812.4,617.2,12919.3
3547,750 Kappock Street,Bronx,1953,Multifamily Housing,Multifamily,100,97.7,12560137.3,2923878.6,926.4,9959.6
3548,3001 Henry Hudson Pkwy,Bronx,1934,Multifamily Housing,Multifamily,100,100.0,8123965.9,1437725.3,559.0,3028.3
3549,3015/3017 Riverdale Ave,Bronx,1941,Multifamily Housing,Multifamily,100,125.7,8988603.4,2006066.9,655.3,5519.7
3550,3215 Arlington Ave,Bronx,1958,Multifamily Housing,Multifamily,100,99.7,4658134.3,983452.3,334.6,2793.2
3551,3400 Wayne Ave,Bronx,1928,Multifamily Housing,Multifamily,100,97.2,8535390.9,1395116.8,653.9,16217.966089617938
3552,3671 Hudson Manor Terrace,Bronx,1963,Multifamily Housing,Multifamily,100,162.9,20415962.0,4575459.5,1490.0,10588.7
3553,3636 Greystone Ave,Bronx,1940,Multifamily Housing,Multifamily,100,110.0,4801963.5,1136403.1,409.1,3613.1
3554,3800 Independence Ave,Bronx,1970,Multifamily Housing,Multifamily,100,123.6,6292671.7,1239269.0,444.1,4014.6
3555,4380 Vireo Avenue,Bronx,1958,Multifamily Housing,Multifamily,100,107.0,6967536.6,1390134.3,493.3,2850.1
3556,5425 Valles Ave,Bronx,1965,Multifamily Housing,Multifamily,100,116.7,408096.9,1792116.5,786.1,16217.966089617938
3557,6200 Riverdale Ave,Bronx,1959,Multifamily Housing,Multifamily,100,128.0,4440609.2,1067733.1,330.5,3438.0
3558,3616 Henry Hudson Parkway,Bronx,1950,Multifamily Housing,Multifamily,100,83.5,10065850.1,2143044.8,724.6,5897.2
3559,2465 Palisade Apartments,Bronx,1957,Multifamily Housing,Multifamily,100,137.4,6106343.9,1462852.1,454.0,1930.7
3560,2400 Johnson Avenue,Bronx,1969,Multifamily Housing,Multifamily,100,152.5,13196719.1,3010858.3,967.9,5341.9
3581,4265 Webster Avenue,Bronx,1955,Multifamily Housing,Multifamily,100,106.3,3792370.1,697890.0,263.3,2685.5
3602,2755 Reservoir Avenue,Bronx,1925,Multifamily Housing,Multifamily,100,166.3,550857.0,1007676.0,710.0,13268.9
3614,"Archer Cooperative, Inc.",Bronx,1960,Multifamily Housing,Multifamily,90,134.0,5621175.8,3191650.6,1555.8,16217.966089617938
3621,230 East 179th Street,Bronx,1972,Multifamily Housing,Multifamily,100,175.3,2029793.8,3104630.3,1185.0,16217.966089617938
3626,Allway Tools Inc.,Bronx,1990,Manufacturing/Industrial Plant,Other,100,121.2,1811750.0,2095782.6,282.0,16217.966089617938
3628,830 Fox Street,Bronx,2006,Multifamily Housing,Multifamily,100,139.2,4362646.7,1374499.8,353.6,5154.7
3635,3911 Barnes Avenue,Bronx,1981,Multifamily Housing,Multifamily,100,133.1,3707409.9,1333495.4,315.1,4947.2
3641,2155 Virgil Place,Bronx,1982,Multifamily Housing,Multifamily,100,111.8,3765332.4,1074364.7,295.2,3922.0
3670,3110 Bainbridge Ave,Bronx,1924,Multifamily Housing,Multifamily,100,72.3,24384312.42738699,5425836.0760790175,210.3,1132.6
3729,2300 Westchester Avenue,Bronx,1987,Medical Office,Office,100,236.0,2158670.0,5467766.1,599.4,1687.3
3768,811 Walton Ave,Bronx,1927,Multifamily Housing,Multifamily,100,105.0,11023866.9,2070062.5,769.1,9245.4
3773,Adee Towers,Bronx,1961,Multifamily Housing,Multifamily,100,139.1,1366381.8,6959156.5,2580.3,22437.6
3782,805 E 139th street,Bronx,1940,Manufacturing/Industrial Plant,Other,100,60.4,24384312.42738699,1058740.2,93.9,1067.2
3796,RH. Walsh Library,Bronx,1997,Library,Other,100,169.3,16520086.8,7368537.0,1530.8,16217.966089617938
3797,RH. O'Hare and Tierney Halls,Bronx,2000,Residence Hall/Dormitory,Other,100,102.9,11763768.6,3515538.7,936.5,16217.966089617938
3798,RH. Coffey Sportplex,Bronx,1991,Other - Recreation,Other,100,58.3,24384312.42738699,4316762.3,382.7,16217.966089617938
3799,RH. Campbell and Salice-Conley Halls,Bronx,2010,Residence Hall/Dormitory,Other,100,162.1,7094776.8,6227309.3,928.9,16217.966089617938
3805,601 Pelham Parkway North Owners Corp,Bronx,1937,Multifamily Housing,Multifamily,100,112.4,7776040.4,1294227.1,527.8,4878.8
3818,3201 Grand Concourse Owners Corp.,Bronx,1963,Multifamily Housing,Multifamily,100,115.6,5548758.3,1568504.7,433.8,3584.2
3820,55 East 190th Street Owners Corp,Bronx,1942,Multifamily Housing,Multifamily,100,106.8,3887467.7,585125.5,258.4,2203.5
3821,305 East 239th Street LLC,Bronx,1927,Multifamily Housing,Multifamily,100,99.7,3751847.8,634967.8,255.6,3027.5
3822,2685 Creston Avenue Owners Corp,Bronx,1940,Multifamily Housing,Multifamily,100,97.4,4633715.4,865929.2,322.9,4011.1
3825,2244 Bronx Park East Owners Corp.,Bronx,1956,Multifamily Housing,Multifamily,100,114.0,4983987.7,696344.6,326.5,3292.2
3830,"Woodlawn, 278-305, LLC",Bronx,1928,Multifamily Housing,Multifamily,100,142.9,2908710.0,919578.9,236.0,1400.4
3831,2962 Decatur Avenue Owners Corp,Bronx,1939,Multifamily Housing,Multifamily,100,146.0,4393364.7,539812.3,281.2,16217.966089617938
3832,1855 Grand Concourse Owners Corp,Bronx,1936,Multifamily Housing,Multifamily,100,113.1,3333273.1,505769.3,221.9,2509.7
3833,340 East Mosholu Parkway Owners Corp,Bronx,1937,Multifamily Housing,Multifamily,100,148.5,4821863.9,687369.0,317.1,4162.2
3902,Riverdale House Owners,Bronx,1939,Multifamily Housing,Multifamily,100,78.1,3726760.9,655373.5,256.1,1630.0
3914,Mapes Court I- 2157-61 Southern Blvd.,Bronx,1924,Multifamily Housing,Multifamily,100,146.3,4214326.5,1162750.9,326.9,4498.0
3915,Boston Road Apts.,Bronx,1931,Multifamily Housing,Multifamily,100,151.1,3825543.8,1028810.6,294.4,5526.3
3916,Sojourner Truth House,Bronx,1931,Multifamily Housing,Multifamily,100,167.0,4908461.3,1071304.2,355.7,6680.1
3918,Lebanon West Farms 2 LL84 Submission,Bronx,2013,Multifamily Housing,Multifamily,100,89.9,5242442.4,2080918.9,462.9,5421.9
3922,Lynda Simmons Homes - 1735 Fulton Avenue,Bronx,1927,Multifamily Housing,Multifamily,100,113.5,2682862.4,550975.1,191.3,3263.8
3925,Lambert Houses - Boston Tremont - East,Bronx,1973,Multifamily Housing,Multifamily,100,192.5,6927703.5,9975231.6,1252.4,120113.6
3926,Lambert Houses - Boston Tremont - South,Bronx,1973,Multifamily Housing,Multifamily,100,181.6,13715293.1,18678561.4,2384.5,16217.966089617938
3927,Lambert Houses - Boston Tremont - East Commercial,Bronx,1973,Mixed Use Property,Other,100,270.1,2311803.6,4212001.0,496.2,1760.7
3928,La Puerta de Vitalidad,Bronx,2000,Multifamily Housing,Multifamily,100,151.7,5243558.9,2308289.3,483.2,5829.2
3929,Fulton Jefferson Apartments - 1639 Fulton Ave,Bronx,1927,Multifamily Housing,Multifamily,100,184.6,4816634.1,883429.8,334.2,5830.4
3930,Lynda Simmons Homes-1605 Fulton Avenue,Bronx,1928,Multifamily Housing,Multifamily,100,125.7,3849271.8,835103.1,278.5,4679.3
3931,La Casa de Felicidad,Bronx,2005,Multifamily Housing,Multifamily,100,118.0,5012376.3,1587188.8,407.0,4680.6
3932,Lambert Houses - Boston Tremont - North,Bronx,1974,Multifamily Housing,Multifamily,100,207.0,11318319.8,14419840.2,1879.6,30634.5
3933,Monterey,Bronx,2007,Multifamily Housing,Multifamily,100,113.9,5664549.7,1889489.4,468.4,8379.4
3935,Lynda Simmons Homes-1409-11 Fulton Avenue,Bronx,1925,Multifamily Housing,Multifamily,100,102.1,3335066.6,760780.8,244.6,4570.7
3938,Lynda Simmons Homes-1485 Fulton Avenue,Bronx,1931,Multifamily Housing,Multifamily,100,128.1,4038718.2,679655.4,274.8,4404.8
3939,Lynda Simmons Homes-1571 Fulton Avenue,Bronx,1906,Multifamily Housing,Multifamily,100,112.8,2279809.3,320053.8,149.5,2057.9
3941,Lynda Simmons Homes-1581 Fulton Avenue,Bronx,1927,Multifamily Housing,Multifamily,100,110.0,4139800.3,743009.6,285.8,4478.6
3942,Mapes Court II - 2158-60 Mapes Ave,Bronx,1931,Multifamily Housing,Multifamily,100,119.8,4171169.7,711441.9,284.6,4759.9
3943,Crotona Estates,Bronx,1926,Multifamily Housing,Multifamily,100,149.3,394943.8,936482.4,507.1,16217.966089617938
3944,Lynda Simmons Homes-1591 Fulton Avenue,Bronx,1927,Multifamily Housing,Multifamily,100,100.7,3234668.9,846672.3,246.9,6377.7
3946,Duncan Elder Apts,Bronx,1997,Multifamily Housing,Multifamily,100,157.6,7591293.4,3092662.6,677.4,6791.6
