,Property Name,Borough,yb,ppt,Property Type,Occupancy,seui,ngu,eu,tge,wu
7121,FDNY - 3004233 - Communications Garage (LL84) (Leased In),Brooklyn,1950,Other - Public Services,Other,100,238.3,4347399.7,241842.6,252.4,16217.966089617938
7122,FDNY - 3027813 - Engine Co. 219 and Ladder Co. 105 (LL84),Brooklyn,1975,Fire Station,Other,100,249.0,777200.0,556838.4,90.6,16217.966089617938
7125,HPD - 3098536 - 701 Euclid Ave Office (LL84),Brooklyn,1957,Office,Office,100,155.5,506900.0,783941.2,96.4,16217.966089617938
7132,DPR - 3347244 - Prospect Park Maintenance Facility (LL84),Brooklyn,1930,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",Other,100,252.0,24384312.42738699,1310725.1,445.2,16217.966089617938
7133,FDNY - 3067898 - Engine Co. 229 and Ladder Co. 146 (LL84),Brooklyn,1913,Fire Station,Other,100,162.0,504200.0,527870.5,73.6,16217.966089617938
7134,"FDNY - 3037055 - Engine Co. 234 and Ladder Co. 123, Batt. 38 (LL84)",Brooklyn,1977,Fire Station,Other,100,178.2,24384312.42738699,587546.4,52.1,16217.966089617938
7138,NYPD - 3063633 - 90th Precinct and Engine Company 216 (LL84),Brooklyn,1969,Police Station,Other,100,338.5,3087800.2,3208917.7,448.5,16217.966089617938
7140,ACS - 3000937 - Strong Place for Hope DCC (LL84) (Leased In),Brooklyn,1971,Pre-school/Daycare,SpecialPurpose,100,256.8,610800.0,2172761.6,225.1,16217.966089617938
7144,"FDNY - 3074885 - Engine Co. 271 and Ladder Co. 124, Batt. 28 (LL84)",Brooklyn,1908,Fire Station,Other,100,253.6,1702899.9,489417.3,133.8,16217.966089617938
7148,NYPD - 3004301 - 76th Precinct (LL84),Brooklyn,1961,Police Station,Other,100,334.6,1383000.0,1134012.4,174.0,16217.966089617938
7149,NYPD - 3065579 - 94th Precinct (LL84),Brooklyn,1931,Police Station,Other,100,326.5,1587300.1,1392641.9,207.8,16217.966089617938
7151,NYPD - 3196054 - Command (LL84) (Leased In),Brooklyn,1968,Office,Office,100,280.6,910800.0,4052773.1,407.7,16217.966089617938
7157,CUNY-C - 3326936 - KCC Campus: Academic Village (LL84),Brooklyn,2003,College/University,Other,100,225.2,1589457.0,2480789.6,304.4,16217.966089617938
7164,CUNY-C - 3347725 - KCC Campus: Health and Physical Education Center (LL84),Brooklyn,1976,College/University,Other,100,226.3,3875685.1,5943075.0,732.8,16217.966089617938
7173,CIG - 3059184 - BAM Richard B. Fisher Building (LL84),Brooklyn,2012,Performing Arts,Other,100,246.0,1463700.0,2803299.3,326.3,16217.966089617938
7180,FDNY - 3391565 - Greenpoint EMT Station (LL84),Brooklyn,2012,Other - Public Services,Other,100,168.8,1310900.0,569940.4,120.2,16217.966089617938
7189,NYPD - 3083515 - Facilities Management Division (LL84),Brooklyn,1984,Office,Office,100,39.7,24384312.42738699,378322.6,33.5,16217.966089617938
7191,DEP - c826009 - Owl's Head WPCP Campus (LL84),Brooklyn,1940,Wastewater Treatment Plant,Other,100,325.4,1619500.0,131855962.7,13257.9,16217.966089617938
7194,K455-0300339,Brooklyn,1974,K-12 School,SpecialPurpose,100,107.0,17480498.6,9313394.8,1754.2,16217.966089617938
7195,K196-0300198,Brooklyn,1920,K-12 School,SpecialPurpose,100,91.0,5447300.1,1744214.3,479.8,16217.966089617938
7196,K246-0300249,Brooklyn,1931,K-12 School,SpecialPurpose,100,181.8,7487000.5,4873701.0,859.5,16217.966089617938
7202,K743-0300363,Brooklyn,1931,K-12 School,SpecialPurpose,100,98.6,4024800.2,1191743.4,361.1,16217.966089617938
7204,K244-0300248,Brooklyn,1939,K-12 School,SpecialPurpose,100,126.1,6269000.0,3942907.1,723.5,16217.966089617938
7205,K500-0300348,Brooklyn,1940,K-12 School,SpecialPurpose,100,105.1,83300.0,4760422.3,1638.0,16217.966089617938
7207,K849-0300141,Brooklyn,1933,K-12 School,SpecialPurpose,100,99.6,2111500.0,1041069.5,219.8,16217.966089617938
7211,K321-0300309,Brooklyn,1931,K-12 School,SpecialPurpose,100,103.4,699900.0,1950981.6,540.4,16217.966089617938
7212,K148-0301524,Brooklyn,1906,K-12 School,SpecialPurpose,100,104.0,4789799.9,1856128.0,419.0,16217.966089617938
7213,K580-0300358,Brooklyn,1928,K-12 School,SpecialPurpose,100,77.8,783600.0,4001593.8,1086.5,16217.966089617938
7217,K214-0300218,Brooklyn,1971,K-12 School,SpecialPurpose,100,96.1,4115099.9,1593540.5,412.2,16217.966089617938
7226,K274-0300275,Brooklyn,1960,K-12 School,SpecialPurpose,100,74.3,141600.0,1514109.1,456.6,16217.966089617938
7227,K281-0300281,Brooklyn,1967,K-12 School,SpecialPurpose,100,76.0,320000.0,2515326.4,666.0,16217.966089617938
7234,K043-0300065,Brooklyn,1965,K-12 School,SpecialPurpose,100,85.0,5091099.9,2912483.2,528.6,16217.966089617938
7235,K240-0300244,Brooklyn,1951,K-12 School,SpecialPurpose,100,81.6,251500.0,1904851.3,746.1,16217.966089617938
7236,K296-0300293,Brooklyn,1960,K-12 School,SpecialPurpose,100,83.1,314700.0,2227353.6,835.9,16217.966089617938
7237,K329-0300313,Brooklyn,1973,K-12 School,SpecialPurpose,100,94.3,4945799.9,2456640.0,480.5,16217.966089617938
7239,K105-0300115,Brooklyn,1930,K-12 School,SpecialPurpose,100,125.2,8285099.8,2266932.8,682.0,16217.966089617938
7247,K440-0300364,Brooklyn,1924,K-12 School,SpecialPurpose,100,123.9,17145200.0,6430937.9,1624.1,16217.966089617938
7249,K615-0300350,Brooklyn,1940,K-12 School,SpecialPurpose,100,104.9,260700.0,3856924.7,1093.1,16217.966089617938
7250,K066-0301758,Brooklyn,2002,K-12 School,SpecialPurpose,100,155.6,4148200.3,4782259.2,675.0,16217.966089617938
7252,K169-0300172,Brooklyn,1915,K-12 School,SpecialPurpose,100,115.1,5109400.1,2445721.6,575.3,16217.966089617938
7261,K086-0300098,Brooklyn,1892,K-12 School,SpecialPurpose,100,70.9,1651800.0,397566.3,135.3,16217.966089617938
7262,K179-0300182,Brooklyn,1915,K-12 School,SpecialPurpose,100,98.0,4130400.0,1391004.2,368.3,16217.966089617938
7266,K270-0300271,Brooklyn,1986,K-12 School,SpecialPurpose,100,97.5,17500.0,1053898.6,474.0,16217.966089617938
7267,K273-0300274,Brooklyn,1963,K-12 School,SpecialPurpose,100,91.0,28400.0,959113.2,559.5,16217.966089617938
7272,K289-0300288,Brooklyn,1958,K-12 School,SpecialPurpose,100,100.2,419600.0,1571157.8,621.4,16217.966089617938
7275,K818-0301647,Brooklyn,1950,K-12 School,SpecialPurpose,100,162.3,120800.0,335467.8,106.8,16217.966089617938
7281,K025-0300050,Brooklyn,1959,K-12 School,SpecialPurpose,100,141.0,11659599.8,1599170.3,761.1,16217.966089617938
7282,K040-0300062,Brooklyn,1964,K-12 School,SpecialPurpose,100,84.5,545100.0,1875235.2,477.3,16217.966089617938
7287,K486-0300189,Brooklyn,1923,K-12 School,SpecialPurpose,100,112.3,4773299.9,1752403.2,408.9,16217.966089617938
7288,K260-0300264,Brooklyn,1953,K-12 School,SpecialPurpose,100,88.9,113300.0,984839.7,418.6,16217.966089617938
7300,K115-0300124,Brooklyn,1940,K-12 School,SpecialPurpose,100,105.0,5021500.1,3145905.0,571.2,16217.966089617938
7306,K112-0300121,Brooklyn,1905,K-12 School,SpecialPurpose,100,90.6,2002900.1,888614.4,185.2,16217.966089617938
7311,K211-0300214,Brooklyn,1940,K-12 School,SpecialPurpose,100,67.2,953000.0,2218072.9,491.0,16217.966089617938
7312,K145-0300148,Brooklyn,1970,K-12 School,SpecialPurpose,100,89.8,4337399.9,1748308.8,533.9,16217.966089617938
7315,K027-0300052,Brooklyn,1890,K-12 School,SpecialPurpose,100,93.2,4483999.9,1598863.2,420.9,16217.966089617938
7316,K127-0300135,Brooklyn,1900,K-12 School,SpecialPurpose,100,97.4,99100.0,801137.6,186.0,16217.966089617938
7320,K564-0301868,Brooklyn,2009,K-12 School,SpecialPurpose,100,207.5,5467400.1,10620874.1,1232.0,16217.966089617938
7322,K059-0300079,Brooklyn,1959,K-12 School,SpecialPurpose,100,87.0,352900.0,1422121.6,531.2,16217.966089617938
7323,K370-0300110,Brooklyn,1931,K-12 School,SpecialPurpose,100,151.2,2213400.2,1753085.7,284.3,16217.966089617938
7329,K042-0301959,Brooklyn,1967,Pre-school/Daycare,SpecialPurpose,100,365.9615532989144,1624500.0,5425836.0760790175,3694.476402518561,16217.966089617938
7330,K767-0301962,Brooklyn,1931,Pre-school/Daycare,SpecialPurpose,100,77.6,24384312.42738699,329735.7,111.2,16217.966089617938
7331,K308-0300303,Brooklyn,1972,K-12 School,SpecialPurpose,100,90.1,367500.0,2409554.4,586.5,16217.966089617938
7338,K848-0300018,Brooklyn,2000,K-12 School,SpecialPurpose,100,173.6,24384312.42738699,597236.5,53.0,16217.966089617938
7339,K422-0301897,Brooklyn,2012,K-12 School,SpecialPurpose,100,172.7,3583799.9,7376194.6,844.3,16217.966089617938
7343,K687-0301977,Brooklyn,1996,Pre-school/Daycare,SpecialPurpose,100,124.1,792000.0,593688.0,94.7,16217.966089617938
7347,ACS - 3030896 - Friends of Crown Heights #2 (LL84) (Leased In),Brooklyn,1973,Pre-school/Daycare,SpecialPurpose,100,196.4,24384312.42738699,2535798.5,224.8,16217.966089617938
7351,ACS - 3073394 - Bushwick United Housing Development Fund Corp (LL84) (Leased In),Brooklyn,1971,Pre-school/Daycare,SpecialPurpose,100,106.2,24384312.42738699,1038339.8,92.1,16217.966089617938
7352,ACS - 3098472 - Friends of Crown Heights Educational Center (LL84) (Leased In),Brooklyn,1973,Pre-school/Daycare,SpecialPurpose,100,168.0,1634400.0,848359.7,162.0,16217.966089617938
7353,ACS - 3326658 - SCO Family of Services (LL84) (Leased In),Brooklyn,1973,Pre-school/Daycare,SpecialPurpose,100,189.7,62600.0,1966676.7,177.7,16217.966089617938
7354,ACS - 3040195 - SCO Family of Services (LL84) (Leased In),Brooklyn,1931,Pre-school/Daycare,SpecialPurpose,100,90.9,382900.0,685539.0,81.1,16217.966089617938
7355,ACS - 3038522 - Shirley Chisholm Day Care Center Inc. (LL84) (Leased In),Brooklyn,1955,Pre-school/Daycare,SpecialPurpose,100,125.3,85900.0,1012681.6,155.6,16217.966089617938
7358,DHS - 3337083 - Kingsboro MICA Bld 8 Shelter (LL84) (Leased In),Brooklyn,1937,Other - Lodging/Residential,Other,100,138.3,1870400.0,2016628.5,278.1,16217.966089617938
7364,ACS - 3006144 - Sunset Bay Community Services Inc. (LL84) (Leased In),Brooklyn,1974,Pre-school/Daycare,SpecialPurpose,100,108.1,96100.0,991936.6,93.0,16217.966089617938
7365,ACS - 3057638 - Young Minds Day Care Center (LL84) (Leased In),Brooklyn,1972,Pre-school/Daycare,SpecialPurpose,100,183.0,145100.0,2530339.2,232.0,16217.966089617938
7368,DCAS - 3063635 - Construction Shops (LL84),Brooklyn,1954,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",Other,100,77.5,125400.0,1944731.9,332.9,16217.966089617938
7370,DHS - 3095610 - Samaritan Forbell Residence (LL84),Brooklyn,1975,Other - Lodging/Residential,Other,100,457.4,24384312.42738699,3626956.0,321.6,16217.966089617938
7373,NYPD - 3327591 - Traffic Office and Warehouse (LL84) (Leased In),Brooklyn,1931,Office,Office,100,177.1,1653900.0,572090.0,138.6,16217.966089617938
7376,BPL - 3801250 - Kensington Branch Library (LL84),Brooklyn,2009,Library,Other,100,192.5,584200.0,926699.2,113.2,16217.966089617938
7377,OCME - 3397939 - Brooklyn Chief Medical Examiner (LL84),Brooklyn,2005,Office,Office,100,316.0,24384312.42738699,4121624.0,365.4,16217.966089617938
7380,CUNY-S - 3347325 - BC Campus: Heating Plant (LL84),Brooklyn,1937,College/University,Other,100,7037.4,155480044.0,5425836.0760790175,8258.3,16217.966089617938
7383,DOHMH - 3081765 - Brownsville Health Center (LL84),Brooklyn,1949,Urgent Care/Clinic/Other Outpatient,Other,60,337.6,5090599.9,1788979.8,429.0,16217.966089617938
7384,DOHMH - 3076115 - Bushwick Health Center (LL84),Brooklyn,1959,Urgent Care/Clinic/Other Outpatient,Other,60,189.3,2092799.9,1448735.2,239.6,16217.966089617938
7386,FDNY - 3058187 - Fire Headquarters (LL84) (Leased In),Brooklyn,1996,Office,Office,100,261.5,561100.0,26205900.6,2353.2,16217.966089617938
7389,CUNY-C - 3226937 - KCC Campus: Leon M. Goldstein Performing Arts Center (LL84),Brooklyn,1977,College/University,Other,100,225.2,831865.0,1298357.2,159.3,16217.966089617938
7394,HRA - 3042090 - Bedford Multi Service Center (LL84),Brooklyn,1912,Office,Office,100,74.2,61700.0,2664089.6,239.5,16217.966089617938
7395,HRA - 3080726 - Brownsville Multi Service Center (LL84),Brooklyn,1930,Office,Office,100,129.4,2387799.9,1003810.4,215.8,16217.966089617938
7396,K067-0300086,Brooklyn,1939,K-12 School,SpecialPurpose,100,123.0,9229400.0,2094149.1,729.1,16217.966089617938
7404,DPR - 3341513 - Abe Stark Ice Rink (LL84),Brooklyn,1970,Ice/Curling Rink,Other,100,415.1,6869800.4,4564532.4,769.6,16217.966089617938
7405,DPR - 3081931 - Betsy Head Pool House (LL84),Brooklyn,1930,Other - Recreation,Other,100,345.4,24384312.42738699,960273.3,244.3,16217.966089617938
7409,CUNY-S - 3346969 - BC Campus: West End Building (LL84),Brooklyn,2001,College/University,Other,100,563.3,26864.0,9837281.4,873.6,16217.966089617938
7413,DPR - 3067525 - McCarren Park Recreation Center (LL84),Brooklyn,1931,Other - Recreation,Other,100,638.0,2494000.1,2351147.7,356.1,16217.966089617938
7426,DSNY - 3378180 - Brooklyn 11 District Garage; BK Boro Office; SW MTS (LL84),Brooklyn,1969,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",Other,100,111.7,24384312.42738699,2916240.1,1145.4,16217.966089617938
7441,NYPD - 3242371 - NYPD Aviation Unit (LL84),Brooklyn,1931,Non-Refrigerated Warehouse,Industrial,100,160.7,492000.0,962964.0,287.4,16217.966089617938
7454,NYPD - 3229075 - 69th Precinct (LL84),Brooklyn,1966,Police Station,Other,100,308.5,760800.0,1297105.9,155.4,16217.966089617938
7455,NYPD - 3010833 - Applicant Processing Division (LL84),Brooklyn,1931,Office,Office,100,299.9,4163200.2,2870617.9,475.6,16217.966089617938
7460,DCAS - 3033161 - Brooklyn Armory (LL84),Brooklyn,1905,Other - Public Services,Other,100,60.0,2647099.8,1348422.4,260.2,16217.966089617938
7486,K029-0300054,Brooklyn,1931,K-12 School,SpecialPurpose,100,105.8,5403599.7,1124049.3,437.9,16217.966089617938
7489,DHS - 3251647 - Auburn Family Residence (LL84),Brooklyn,1952,Other - Lodging/Residential,Other,100,166.3,48262.0,5678193.2,858.6,16217.966089617938
7490,K035-0300058,Brooklyn,1949,K-12 School,SpecialPurpose,100,99.5,7906400.2,1572249.6,577.8,16217.966089617938
7491,K057-0300077,Brooklyn,1955,K-12 School,SpecialPurpose,100,90.1,5976700.1,2513961.6,555.7,16217.966089617938
7492,K102-0300113,Brooklyn,1931,K-12 School,SpecialPurpose,100,97.5,5531800.1,1764686.4,450.3,16217.966089617938
7493,K052-0300072,Brooklyn,1949,K-12 School,SpecialPurpose,100,109.9,6148400.1,1764959.4,483.1,16217.966089617938
7494,K465-0300352,Brooklyn,1904,K-12 School,SpecialPurpose,100,115.9,27607898.5,6849931.3,2288.8,16217.966089617938
7501,K062-0300082,Brooklyn,1956,K-12 School,SpecialPurpose,100,83.8,65100.0,2034916.8,699.9,16217.966089617938
7502,K106-0300116,Brooklyn,1893,K-12 School,SpecialPurpose,100,87.4,3611599.8,1431402.2,349.4,16217.966089617938
7503,K128 & K721 Tandem-0300136,Brooklyn,1909,K-12 School,SpecialPurpose,100,94.2,5262700.2,2022633.6,499.8,16217.966089617938
7509,K096-0300107,Brooklyn,1929,K-12 School,SpecialPurpose,100,105.6,6119400.4,2587660.8,631.1,16217.966089617938
7514,K192-0300194,Brooklyn,1935,K-12 School,SpecialPurpose,100,116.9,4242599.8,1797714.6,425.7,16217.966089617938
7515,K297-0300294,Brooklyn,1959,K-12 School,SpecialPurpose,100,98.2,3991800.1,1453512.0,381.9,16217.966089617938
7522,HHC - 3414199 - New Ida G. Israel Community Health Center (LL84),Brooklyn,2015,Urgent Care/Clinic/Other Outpatient,Other,100,288.6,399100.0,1061541.4,115.3,16217.966089617938
7523,K138-0300341,Brooklyn,1920,K-12 School,SpecialPurpose,100,96.9,9305199.9,2162525.6,734.1,16217.966089617938
7524,K226-0300231,Brooklyn,1931,K-12 School,SpecialPurpose,100,109.0,5677799.9,1839750.4,505.6,16217.966089617938
7525,K298-0300295,Brooklyn,1930,K-12 School,SpecialPurpose,100,73.9,548500.1,1223679.7,343.6,16217.966089617938
7527,K178-0300181,Brooklyn,1910,K-12 School,SpecialPurpose,100,113.5,5088700.0,1591902.7,431.9,16217.966089617938
7529,K111-0300021,Brooklyn,1964,K-12 School,SpecialPurpose,100,75.3,154400.0,2584931.2,704.7,16217.966089617938
7530,K286-0300285,Brooklyn,1959,K-12 School,SpecialPurpose,100,107.7,121800.0,2211999.6,503.5,16217.966089617938
7536,K405-0300370,Brooklyn,1940,K-12 School,SpecialPurpose,100,74.6,107000.0,4459825.0,572.8,16217.966089617938
7537,K660-0300381,Brooklyn,1911,K-12 School,SpecialPurpose,100,129.7,9633499.9,4038443.3,909.7,16217.966089617938
7538,K038-0300060,Brooklyn,1964,K-12 School,SpecialPurpose,100,80.7,414100.0,1297924.8,424.8,16217.966089617938
7539,K091-0300102,Brooklyn,1926,K-12 School,SpecialPurpose,100,115.7,7188000.2,1247973.1,506.8,16217.966089617938
7540,K834-0301751,Brooklyn,1927,K-12 School,SpecialPurpose,100,93.8,81000.0,944714.5,221.0,16217.966089617938
7552,K293-0300291,Brooklyn,1968,K-12 School,SpecialPurpose,100,88.0,224400.0,3081718.4,789.8,16217.966089617938
7555,K333-0301945,Brooklyn,1930,K-12 School,SpecialPurpose,100,82.9,1075300.0,1440000.5,184.8,16217.966089617938
7561,K316-0300306,Brooklyn,1965,K-12 School,SpecialPurpose,100,100.6,454800.0,1838385.6,468.5,16217.966089617938
7562,K397-0300331,Brooklyn,1975,K-12 School,SpecialPurpose,100,125.1,900.0,1063179.2,201.8,16217.966089617938
7563,ACS - 3036100 - Friends of Crown Heights Educational Center (LL84) (Leased In),Brooklyn,1973,Pre-school/Daycare,SpecialPurpose,100,197.4,63500.0,1488996.8,135.4,16217.966089617938
7564,ACS - 3084621 - University Settlement Society of New York (LL84) (Leased In),Brooklyn,1916,Pre-school/Daycare,SpecialPurpose,100,112.6,91800.0,1381860.0,127.4,16217.966089617938
7570,K410-0300335,Brooklyn,1931,K-12 School,SpecialPurpose,100,113.0,17495499.2,4602105.2,1406.0,16217.966089617938
7571,K069-0301725,Brooklyn,2000,K-12 School,SpecialPurpose,100,180.3,4356099.8,4682628.9,692.6,16217.966089617938
7572,K540-0300383,Brooklyn,1969,K-12 School,SpecialPurpose,100,100.6,238200.0,5442822.2,1740.1,16217.966089617938
7575,CUNY-S - 3347325 - BC Campus: Chiller Plant (LL84),Brooklyn,2000,College/University,Other,100,7036.7,139997047.5,5425836.0760790175,7435.9,16217.966089617938
7582,K136-0300143,Brooklyn,1901,K-12 School,SpecialPurpose,100,90.8,291100.0,2312790.1,625.0,16217.966089617938
7583,K151-0300153,Brooklyn,1905,K-12 School,SpecialPurpose,100,104.3,2682099.9,990299.0,309.7,16217.966089617938
7588,K801-0300012,Brooklyn,1965,Office,Office,100,278.0,1600.0,20835037.2,2942.8,16217.966089617938
7589,CUNY-S - 3032563 - MEC Campus: 391 Eastern Pkwy (LL84) (Leased In),Brooklyn,1955,College/University,Other,100,232.3,24384312.42738699,742826.5,65.9,16217.966089617938
7590,CUNY-S - 3033796 - MEC Campus: School of Business and Student Services (LL84),Brooklyn,2005,College/University,Other,100,147.0,2065330.8,1397721.7,233.6,16217.966089617938
7593,K050-0300070,Brooklyn,1920,K-12 School,SpecialPurpose,100,98.0,228200.0,2213705.6,680.0,16217.966089617938
7594,K051-0300071,Brooklyn,1950,K-12 School,SpecialPurpose,100,78.3,146100.0,1495820.8,570.4,16217.966089617938
7595,"K213, K893-0300216",Brooklyn,1953,K-12 School,SpecialPurpose,100,108.4,907000.0,1194200.0,608.5,16217.966089617938
7596,K189-0300191,Brooklyn,1931,K-12 School,SpecialPurpose,100,83.7,4944400.2,1514927.9,396.9,16217.966089617938
7597,K198-0300200,Brooklyn,1931,K-12 School,SpecialPurpose,100,111.6,2914500.1,1557919.2,367.7,16217.966089617938
7598,K813-0300037,Brooklyn,1938,K-12 School,SpecialPurpose,100,127.8,42900.0,330281.6,114.9,16217.966089617938
7601,K312-0300305,Brooklyn,1966,K-12 School,SpecialPurpose,100,86.4,3825800.1,1726472.0,356.3,16217.966089617938
7602,K515-0300388,Brooklyn,1969,K-12 School,SpecialPurpose,100,90.6,513400.0,4815015.1,2413.6,16217.966089617938
7605,K292-0300290,Brooklyn,1966,K-12 School,SpecialPurpose,100,97.6,179400.0,3073529.6,971.3,16217.966089617938
7607,K271-0300272,Brooklyn,1912,K-12 School,SpecialPurpose,100,64.0,73200.0,2444356.8,731.1,16217.966089617938
7608,K328-0300311,Brooklyn,1966,K-12 School,SpecialPurpose,100,80.1,36400.0,1361388.0,445.9,16217.966089617938
7609,K205-0300208,Brooklyn,1930,K-12 School,SpecialPurpose,100,92.0,3722900.2,2396588.9,446.1,16217.966089617938
7610,K209-0300212,Brooklyn,1931,K-12 School,SpecialPurpose,100,103.7,4044700.2,1179733.2,365.8,16217.966089617938
7611,K495-0300374,Brooklyn,1959,K-12 School,SpecialPurpose,100,88.4,133700.0,5158943.6,1602.0,16217.966089617938
7612,K022-0301599,Brooklyn,1996,K-12 School,SpecialPurpose,100,147.9,3753999.5,3856924.6,561.8,16217.966089617938
7617,K251-0300254,Brooklyn,1940,K-12 School,SpecialPurpose,100,103.9,199600.0,1360705.6,503.1,16217.966089617938
7618,K852-0301311,Brooklyn,1925,K-12 School,SpecialPurpose,100,97.4,1232900.0,549468.5,114.2,16217.966089617938
7621,K864-0300100,Brooklyn,1897,K-12 School,SpecialPurpose,100,96.2,986900.0,1153256.0,364.6,16217.966089617938
7622,K610-0300343,Brooklyn,1938,K-12 School,SpecialPurpose,100,96.3,8131700.1,2373523.7,689.5,16217.966089617938
7625,K860-0300259,Brooklyn,1961,K-12 School,SpecialPurpose,100,190.9,1553300.1,977742.7,195.5,16217.966089617938
7626,K390-0301274,Brooklyn,1975,K-12 School,SpecialPurpose,100,119.9,94300.0,4121696.1,1004.8,16217.966089617938
7628,K194-0300196,Brooklyn,1999,K-12 School,SpecialPurpose,100,98.7,3131300.0,1511857.2,345.4,16217.966089617938
7630,K971-0301884,Brooklyn,2010,K-12 School,SpecialPurpose,100,140.3,1113200.0,1250156.8,170.0,16217.966089617938
7631,K722-0301936,Brooklyn,1997,K-12 School,SpecialPurpose,100,117.2,2709499.9,3461132.8,496.9,16217.966089617938
7632,NYPD - 3127902 - 70th Precinct (LL84),Brooklyn,1933,Police Station,Other,100,260.0,1552200.0,971464.7,168.6,16217.966089617938
7646,CIG - c126003 - Brooklyn Botanical Garden Campus (LL84),Brooklyn,1915,Other - Entertainment/Public Assembly,Other,100,303.5,17318099.2,8786002.7,1698.8,16217.966089617938
7650,ACS - 3041852 - Shirley Chisholm Day Care Center Inc. (LL84) (Leased In),Brooklyn,1973,Pre-school/Daycare,SpecialPurpose,100,141.7,73200.0,1277452.8,117.1,16217.966089617938
7651,BPL - 3219626 - Flatlands Branch Library (LL84),Brooklyn,1955,Library,Other,100,177.5,268500.0,582906.1,65.9,16217.966089617938
7652,CUNY-C - 3397340 - KCC Campus: Temporary Building #8 (LL84),Brooklyn,1972,College/University,Other,100,226.1,670306.0,1027866.1,126.7,16217.966089617938
7653,DEP - 3054607 - Hazmat Citywide Field Operations (LL84),Brooklyn,1960,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",Other,100,143.7,588700.0,329326.2,60.5,16217.966089617938
7659,ACS - 3084628 - Police Athletic League Inc. (LL84) (Leased In),Brooklyn,1963,Pre-school/Daycare,SpecialPurpose,100,178.2,67800.0,1266534.4,115.9,16217.966089617938
7661,BPL - 3073751 - DeKalb Branch Library (LL84),Brooklyn,1905,Library,Other,100,150.6,566900.0,414080.3,66.8,16217.966089617938
7663,DHS - 3026581 - Park Slope Armory Shelter (LL84),Brooklyn,1931,Other - Lodging/Residential,Other,100,142.5,13402499.8,488598.4,755.2,16217.966089617938
7669,BPL - 3080669 - Brownsville Branch Library (LL84),Brooklyn,1908,Library,Other,100,159.8,261200.0,464168.5,55.0,16217.966089617938
7670,BPL - 3103597 - East Flatbush Branch Library (LL84),Brooklyn,1991,Library,Other,100,171.6,337600.0,560932.8,67.7,16217.966089617938
7674,DCAS - 3000256 - Brooklyn SC Campus: Brooklyn Borough Hall (LL84),Brooklyn,1846,Office,Office,100,238.1,2700405.2,3881982.5,503.4,16217.966089617938
7677,DOT - 3335965 - Willamsburg Bridge Office (LL84),Brooklyn,1910,Office,Office,100,78.1,24384312.42738699,516986.3,45.8,16217.966089617938
7678,DOT - 3336609 - Offices and Storage (LL84),Brooklyn,1996,Office,Office,100,75.4,24384312.42738699,288102.5,25.5,16217.966089617938
7683,BPL - 3165745 - New Utrecht Branch Library (LL84),Brooklyn,1957,Library,Other,100,211.4,528700.0,1342144.3,147.1,16217.966089617938
7686,CUNY-S - 3336755 - BC Campus: College Child Care (LL84),Brooklyn,1933,College/University,Other,100,28.8,346300.0,9089.6,19.2,16217.966089617938
7687,CUNY-S - 3327318 - BC Campus: Whitehead Hall (LL84),Brooklyn,1963,College/University,Other,100,4.8,46346.0,151139.9,15.9,16217.966089617938
7688,CUNY-S - 3002555 - NYCCT Campus: 111 Livingston St - EOC (LL84) (Leased In),Brooklyn,1969,College/University,Other,100,56.6,3042800.1,5425836.0760790175,161.6,16217.966089617938
7690,DOHMH - 3069604 - Williamsburg Health Center (LL84),Brooklyn,1936,Urgent Care/Clinic/Other Outpatient,Other,60,677.8,4330600.0,4417018.4,621.6,16217.966089617938
7691,DOT - 3335964 - Williamsburg Bridge Lighting and Shop (LL84),Brooklyn,1950,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",Other,100,313.3,713300.0,781109.1,107.1,16217.966089617938
7694,K071-0300088,Brooklyn,1959,K-12 School,SpecialPurpose,100,84.0,831900.0,2849702.3,834.4,16217.966089617938
7698,K018-0300045,Brooklyn,1915,K-12 School,SpecialPurpose,100,110.7,1145500.0,759511.2,147.6,16217.966089617938
7699,CUNY-S - 3335892 - NYCCT Campus: Namm Hall (LL84),Brooklyn,1967,College/University,Other,100,261.4,22100432.6,23739362.1,3278.6,16217.966089617938
7700,CUNY-C - 3397342 - KCC Campus: Temporary Building #4 (LL84),Brooklyn,1970,College/University,Other,100,225.2,1985584.0,3099055.0,380.2,16217.966089617938
7707,DPR - 3008670 - Red Hook Recreation Center (LL84),Brooklyn,1920,Fitness Center/Health Club/Gym,Other,100,348.5,3490099.9,1592312.2,330.1,16217.966089617938
7709,K176-0300179,Brooklyn,1930,K-12 School,SpecialPurpose,100,97.7,4460499.9,1727290.9,440.2,16217.966089617938
7710,K020-0300047,Brooklyn,1951,K-12 School,SpecialPurpose,100,101.2,306400.0,1547806.0,599.9,16217.966089617938
7711,K065-0300084,Brooklyn,1889,K-12 School,SpecialPurpose,100,108.6,979500.0,626716.2,107.6,16217.966089617938
